SubscriberCode,Gender,ElderlySubscriber,HasPartner,HasDependents,SubscriptionLengthMonths,HasPhoneService,HasMultipleLines,InternetServiceType,OnlineSecurityEnabled,OnlineBackupEnabled,DeviceProtectionEnabled,TechSupportEnabled,StreamingTVService,StreamingMoviesService,SubscriptionPlan,UsesPaperlessBilling,PaymentMethodUsed,MonthlyPaymentUGX,TotalPaymentUGX,DroppedService,District,MobileMoneySubscription,RuralSubscriber
2225-ZRGSG,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,12 Months Contract,No,Bank Standing Order,338040.0,23684580.0,Yes,Gulu,Yes,Yes
8859-YSTWS,Male,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,6 Months Contract,No,Bank Standing Order,71820.0,3616200.0,Yes,Gulu,Yes,Yes
5271-YNWVR,Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,12 Months Contract,Yes,Mobile Money,407340.0,28281600.0,Yes,Mbarara,Yes,Yes
7601-DHFWZ,Female,0,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,No,Card Payment,86400.0,4258980.0,No,Arua,Yes,Yes
2657-ALMWY,Female,1,Yes,No,26,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Pay As You Go,No,Mobile Money,305820.0,7811100.0,Yes,Mbarara,No,Yes
6330-JKLPC,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Pay As You Go,Yes,Bank Standing Order,289800.0,3228840.0,Yes,Jinja,No,Yes
4667-OHGKG,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,Yes,Cash Payment at Agent,69480.0,69480.0,Yes,Kampala,No,No
1998-VHJHK,Female,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,6 Months Contract,No,Cash Payment at Agent,68940.0,1804860.0,No,Wakiso,Yes,No
1707-HABPF,Female,1,No,No,46,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,6 Months Contract,Yes,Bank Standing Order,328680.0,14854860.0,No,Wakiso,Yes,No
1660-HSOOQ,Male,0,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Pay As You Go,Yes,Cash Payment at Agent,178740.0,178740.0,Yes,Kampala,No,No
7253-UVNDW,Female,0,No,No,46,Yes,No,DSL,No,No,Yes,Yes,No,No,12 Months Contract,No,Card Payment,195660.0,8856540.0,Yes,Kampala,Yes,No
0487-VVUVK,Male,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,Yes,Cash Payment at Agent,68940.0,1719360.0,No,Wakiso,Yes,No
7228-OMTPN,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Pay As You Go,Yes,Mobile Money,318420.0,1334340.0,Yes,Fort Portal,Yes,Yes
5063-IUOKK,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,No,Cash Payment at Agent,71100.0,956700.0,No,Wakiso,Yes,No
4508-OEBEY,Male,0,Yes,No,31,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,6 Months Contract,Yes,Card Payment,271800.0,8728020.0,No,Jinja,Yes,Yes
0027-KWYKW,Female,0,Yes,Yes,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Pay As You Go,Yes,Mobile Money,301500.0,6659820.0,No,Jinja,No,Yes
2308-STERM,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,No,Cash Payment at Agent,69840.0,219780.0,No,Mbarara,Yes,Yes
5982-XMDEX,Female,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,No,Bank Standing Order,95400.0,6114780.0,Yes,Gulu,Yes,Yes
6284-AHOOQ,Male,1,No,No,22,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Pay As You Go,Yes,Bank Standing Order,325800.0,6878160.0,Yes,Kampala,No,No
6051-PTVNS,Female,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,6 Months Contract,No,Card Payment,68940.0,3593160.0,No,Fort Portal,Yes,Yes
2344-JMOGN,Male,0,Yes,No,9,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Pay As You Go,Yes,Cash Payment at Agent,341460.0,3206160.0,Yes,Arua,Yes,Yes
3799-ISUZQ,Male,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,No,No,No,No,Pay As You Go,Yes,Bank Standing Order,251820.0,1906200.0,Yes,Gulu,No,Yes
2877-VDUER,Female,0,Yes,Yes,35,No,No phone service,DSL,No,No,No,Yes,Yes,No,6 Months Contract,No,Cash Payment at Agent,147240.0,4980960.0,No,Mukono,No,No
9152-AMKAK,Male,0,No,No,6,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,12 Months Contract,Yes,Cash Payment at Agent,288900.0,1776240.0,No,Mbarara,Yes,Yes
1794-HBQTJ,Female,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Pay As You Go,Yes,Card Payment,174960.0,174960.0,Yes,Kampala,Yes,No
9432-VOFYX,Male,0,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Pay As You Go,Yes,Mobile Money,254880.0,4345200.0,No,Jinja,Yes,Yes
8049-WJCLQ,Male,0,Yes,Yes,10,Yes,No,DSL,No,No,Yes,No,Yes,No,Pay As You Go,No,Cash Payment at Agent,216720.0,2028600.0,No,Mbarara,Yes,Yes
6586-PSJOX,Male,0,No,Yes,15,Yes,No,DSL,No,No,Yes,Yes,No,No,6 Months Contract,No,Card Payment,198720.0,3112380.0,No,Gulu,Yes,Yes
2460-FPSYH,Female,1,No,No,40,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Pay As You Go,Yes,Mobile Money,200880.0,7593660.0,Yes,Fort Portal,Yes,Yes
9705-ZJBCG,Female,0,Yes,Yes,13,Yes,No,DSL,Yes,No,No,Yes,No,No,6 Months Contract,No,Bank Standing Order,194940.0,2523780.0,No,Gulu,Yes,Yes
4818-DRBQT,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Pay As You Go,Yes,Bank Standing Order,288540.0,8154900.0,Yes,Kampala,Yes,No
1320-HTRDR,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Pay As You Go,Yes,Mobile Money,271800.0,794160.0,Yes,Jinja,Yes,Yes
6847-KJLTS,Female,1,Yes,No,58,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Pay As You Go,Yes,Bank Standing Order,361440.0,20699280.0,No,Kampala,Yes,No
9670-BPNXF,Female,0,No,No,45,Yes,No,DSL,Yes,Yes,No,Yes,No,No,6 Months Contract,Yes,Card Payment,225180.0,10067220.0,No,Gulu,Yes,Yes
3913-FCUUW,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,12 Months Contract,Yes,Bank Standing Order,253620.0,18596520.0,No,Jinja,No,Yes
3301-VKTGC,Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,6 Months Contract,Yes,Bank Standing Order,307800.0,20507760.0,No,Fort Portal,Yes,Yes
1493-AMTIE,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,Yes,Bank Standing Order,72720.0,72720.0,Yes,Fort Portal,Yes,Yes
9555-SAHUZ,Female,0,Yes,Yes,38,Yes,No,DSL,Yes,Yes,No,No,No,No,Pay As You Go,No,Mobile Money,196200.0,7473780.0,No,Jinja,Yes,Yes
0816-TSPHQ,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,No,Cash Payment at Agent,74700.0,159120.0,No,Gulu,Yes,Yes
9932-WBWIK,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,No,Cash Payment at Agent,73260.0,774900.0,No,Fort Portal,Yes,Yes
4619-EVPHY,Female,1,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,6 Months Contract,Yes,Bank Standing Order,327600.0,6694200.0,No,Kampala,Yes,No
5286-YHCVC,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,12 Months Contract,Yes,Bank Standing Order,377280.0,26892360.0,Yes,Gulu,Yes,Yes
6424-ELEYH,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Pay As You Go,Yes,Card Payment,269100.0,826200.0,Yes,Wakiso,Yes,No
4391-RESHN,Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Pay As You Go,Yes,Cash Payment at Agent,374580.0,8892360.0,Yes,Wakiso,No,No
9115-YQHGA,Male,0,No,No,40,Yes,No,DSL,No,No,No,Yes,No,No,Pay As You Go,Yes,Mobile Money,183960.0,7534440.0,No,Kampala,Yes,No
4462-CYWMH,Male,1,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Pay As You Go,Yes,Bank Standing Order,323280.0,20266380.0,No,Jinja,Yes,Yes
8963-MQVYN,Female,0,No,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,Yes,Mobile Money,73980.0,1691460.0,Yes,Gulu,Yes,Yes
2458-EOMRE,Female,0,No,No,11,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Pay As You Go,No,Bank Standing Order,230580.0,2642220.0,No,Kampala,Yes,No
9334-GWGOW,Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Pay As You Go,Yes,Mobile Money,269460.0,1746900.0,No,Wakiso,Yes,No
6821-BUXUX,Female,0,No,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Pay As You Go,Yes,Mobile Money,347940.0,4480200.0,Yes,Arua,Yes,Yes
5028-HTLJB,Male,1,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,No,Cash Payment at Agent,72180.0,72180.0,Yes,Jinja,No,Yes
9801-GDWGV,Female,0,No,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Pay As You Go,Yes,Mobile Money,372420.0,14380020.0,Yes,Mukono,Yes,No
6542-LWGXJ,Male,0,Yes,No,3,No,No phone service,DSL,No,No,No,No,No,No,Pay As You Go,No,Cash Payment at Agent,90000.0,281700.0,Yes,Arua,No,Yes
5567-GZKQY,Male,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,No,Card Payment,73080.0,4073400.0,No,Jinja,Yes,Yes
1222-LRYKO,Male,0,No,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,No,Cash Payment at Agent,94860.0,662580.0,No,Kampala,Yes,No
2320-JRSDE,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,Yes,Mobile Money,71640.0,71640.0,Yes,Arua,Yes,Yes
2087-QAREY,Female,0,Yes,No,22,Yes,No,DSL,No,Yes,Yes,No,No,No,Pay As You Go,Yes,Cash Payment at Agent,196920.0,4243500.0,Yes,Arua,Yes,Yes
0601-WZHJF,Male,0,Yes,No,14,No,No phone service,DSL,No,No,No,No,Yes,Yes,Pay As You Go,No,Mobile Money,166860.0,2403720.0,Yes,Arua,Yes,Yes
4423-JWZJN,Male,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,6 Months Contract,No,Card Payment,324900.0,20264940.0,Yes,Arua,Yes,Yes
5143-WMWOG,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,No,Mobile Money,71820.0,71820.0,Yes,Wakiso,Yes,No
6490-FGZAT,Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,No,Cash Payment at Agent,74340.0,393480.0,No,Fort Portal,No,Yes
5393-RXQSZ,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Pay As You Go,No,Mobile Money,286560.0,286560.0,Yes,Mukono,Yes,No
7452-FOLON,Male,0,No,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,6 Months Contract,No,Bank Standing Order,91620.0,3450420.0,No,Jinja,Yes,Yes
2320-TZRRH,Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,6 Months Contract,No,Cash Payment at Agent,70200.0,1451340.0,Yes,Mukono,Yes,No
0231-LXVAP,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Pay As You Go,Yes,Mobile Money,273240.0,273240.0,Yes,Fort Portal,No,Yes
9444-JTXHZ,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Pay As You Go,No,Mobile Money,274320.0,274320.0,Yes,Arua,Yes,Yes
4942-VZZOM,Male,0,Yes,No,64,Yes,Yes,DSL,Yes,No,No,No,Yes,No,6 Months Contract,Yes,Card Payment,238140.0,15813000.0,No,Mbarara,Yes,Yes
5510-BOIUJ,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,No,Cash Payment at Agent,69300.0,69300.0,Yes,Jinja,No,Yes
7502-BNYGS,Female,0,Yes,No,46,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Pay As You Go,Yes,Card Payment,248760.0,11404800.0,No,Mukono,Yes,No
4291-HYEBC,Female,1,Yes,Yes,28,No,No phone service,DSL,No,Yes,No,No,No,Yes,6 Months Contract,Yes,Mobile Money,140760.0,3947760.0,Yes,Arua,No,Yes
6147-CBCRA,Female,0,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,No,Cash Payment at Agent,72180.0,2410020.0,No,Jinja,No,Yes
6047-SUHPR,Male,0,Yes,Yes,39,Yes,No,DSL,Yes,Yes,Yes,No,No,No,6 Months Contract,No,Mobile Money,215280.0,8437860.0,Yes,Arua,Yes,Yes
4471-KXAUH,Female,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Pay As You Go,Yes,Mobile Money,303480.0,12918240.0,Yes,Mukono,Yes,No
9752-ZNQUT,Female,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Pay As You Go,Yes,Mobile Money,174960.0,174960.0,Yes,Gulu,No,Yes
7638-QVMVY,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Pay As You Go,Yes,Mobile Money,284400.0,1882620.0,No,Wakiso,No,No
1576-PFZIW,Male,1,Yes,No,70,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,12 Months Contract,No,Card Payment,379260.0,27042840.0,No,Jinja,Yes,Yes
5666-MBJPT,Male,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,Yes,Bank Standing Order,90360.0,6210000.0,No,Mukono,Yes,No
7312-XSBAT,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Pay As You Go,No,Mobile Money,179100.0,179100.0,No,Fort Portal,Yes,Yes
3096-GKWEB,Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Pay As You Go,Yes,Mobile Money,341100.0,6090840.0,No,Mbarara,Yes,Yes
2371-JQHZZ,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Pay As You Go,Yes,Mobile Money,334800.0,8092980.0,No,Mbarara,Yes,Yes
0674-GCDXG,Male,0,No,No,63,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,12 Months Contract,Yes,Bank Standing Order,258840.0,16125120.0,No,Arua,Yes,Yes
1121-QSIVB,Female,0,No,Yes,44,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,6 Months Contract,Yes,Cash Payment at Agent,279180.0,12495960.0,No,Arua,No,Yes
4396-KLSEH,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,Yes,Mobile Money,71460.0,226800.0,No,Mukono,Yes,No
3244-DCJWY,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Pay As You Go,Yes,Mobile Money,252900.0,252900.0,Yes,Gulu,No,Yes
2824-MYYBN,Female,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Pay As You Go,Yes,Mobile Money,342900.0,11930940.0,No,Mbarara,No,Yes
0875-CABNR,Female,1,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Pay As You Go,Yes,Card Payment,304560.0,3115980.0,Yes,Arua,Yes,Yes
6345-HOVES,Male,0,No,No,34,No,No phone service,DSL,No,No,No,No,No,No,Pay As You Go,Yes,Bank Standing Order,90180.0,3069720.0,No,Fort Portal,Yes,Yes
8318-LCNBW,Male,0,Yes,No,35,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,6 Months Contract,No,Card Payment,191340.0,6951240.0,No,Mukono,No,No
6469-QJKZW,Female,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,No,Mobile Money,72540.0,329040.0,Yes,Arua,Yes,Yes
0147-ESWWR,Female,1,Yes,No,39,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Pay As You Go,Yes,Mobile Money,364500.0,14216940.0,No,Mbarara,Yes,Yes
1217-VASWC,Male,1,Yes,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,6 Months Contract,Yes,Bank Standing Order,361980.0,15494400.0,No,Gulu,No,Yes
7812-FZHPE,Female,0,Yes,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,No,Cash Payment at Agent,86760.0,1475640.0,Yes,Gulu,Yes,Yes
6370-ZVHDV,Female,0,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,No,Bank Standing Order,91080.0,5597640.0,No,Jinja,No,Yes
5915-DGNVC,Female,0,Yes,No,49,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,6 Months Contract,No,Mobile Money,258480.0,12499380.0,No,Mukono,Yes,No
6260-XLACS,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,6 Months Contract,No,Cash Payment at Agent,70920.0,424080.0,No,Fort Portal,Yes,Yes
3566-CAAYU,Female,0,Yes,Yes,64,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,12 Months Contract,No,Mobile Money,179460.0,11557260.0,No,Wakiso,No,No
4983-CCWMC,Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Pay As You Go,Yes,Cash Payment at Agent,250560.0,746640.0,No,Kampala,Yes,No
9103-CXVOK,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,No,Mobile Money,71100.0,71100.0,No,Arua,Yes,Yes
2896-TBNBE,Male,0,Yes,No,40,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,6 Months Contract,No,Mobile Money,290880.0,11277900.0,No,Mbarara,Yes,Yes
4797-AXPXK,Female,0,No,Yes,1,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Pay As You Go,Yes,Mobile Money,216000.0,216000.0,Yes,Fort Portal,Yes,Yes
5229-PRWKT,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Pay As You Go,Yes,Mobile Money,311580.0,2338740.0,Yes,Gulu,No,Yes
6982-UQZLY,Female,1,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,Yes,Cash Payment at Agent,75060.0,75060.0,Yes,Wakiso,Yes,No
2522-WLNSF,Female,1,Yes,No,34,Yes,No,DSL,No,No,Yes,Yes,Yes,No,6 Months Contract,No,Bank Standing Order,231120.0,7582680.0,No,Mukono,No,No
3841-CONLJ,Female,0,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Pay As You Go,No,Mobile Money,126000.0,126000.0,No,Gulu,No,Yes
5057-LCOUI,Female,0,No,No,39,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Pay As You Go,Yes,Mobile Money,182700.0,7241040.0,Yes,Gulu,Yes,Yes
0193-ESZXP,Female,1,Yes,No,58,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,6 Months Contract,Yes,Card Payment,379800.0,22339800.0,Yes,Mukono,Yes,No
4475-NVTLU,Male,0,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,No,Mobile Money,69120.0,3253320.0,No,Wakiso,No,No
4369-HTUIF,Male,1,No,No,6,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Pay As You Go,Yes,Bank Standing Order,306540.0,1812960.0,Yes,Fort Portal,No,Yes
9386-LDCZR,Male,0,No,No,43,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,6 Months Contract,Yes,Card Payment,326340.0,13976280.0,No,Jinja,No,Yes
9585-KKMFD,Male,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,Yes,Cash Payment at Agent,72000.0,3167280.0,No,Mbarara,Yes,Yes
5399-ZIMKF,Male,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,No,No,Pay As You Go,Yes,Mobile Money,268740.0,1381140.0,No,Fort Portal,Yes,Yes
0336-KXKFK,Male,0,No,No,72,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,12 Months Contract,Yes,Card Payment,220320.0,15804900.0,No,Mbarara,Yes,Yes
5619-XZZKR,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,6 Months Contract,No,Cash Payment at Agent,71820.0,245520.0,No,Kampala,Yes,No
3948-FVVRP,Male,0,Yes,Yes,9,Yes,No,DSL,No,Yes,No,Yes,No,No,Pay As You Go,No,Cash Payment at Agent,197280.0,1630080.0,No,Wakiso,Yes,No
5327-XOKKY,Male,1,Yes,No,72,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,12 Months Contract,Yes,Card Payment,264420.0,19184400.0,Yes,Gulu,Yes,Yes
0983-TATYJ,Female,0,Yes,No,33,Yes,No,DSL,No,No,No,Yes,No,No,6 Months Contract,Yes,Cash Payment at Agent,185220.0,6332040.0,No,Arua,No,Yes
1813-JYWTO,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,12 Months Contract,No,Bank Standing Order,289620.0,20655360.0,No,Wakiso,Yes,No
0156-FVPTA,Male,0,Yes,No,22,Yes,No,DSL,Yes,No,No,Yes,No,No,Pay As You Go,Yes,Mobile Money,195120.0,4149720.0,Yes,Arua,Yes,Yes
1984-FCOWB,Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,6 Months Contract,Yes,Mobile Money,394200.0,27628380.0,Yes,Jinja,No,Yes
0654-HMSHN,Male,0,Yes,Yes,21,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Pay As You Go,No,Mobile Money,375840.0,7768620.0,No,Mbarara,Yes,Yes
6719-OXYBR,Male,0,No,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Pay As You Go,No,Mobile Money,307080.0,4391460.0,No,Jinja,Yes,Yes
3312-ZWLGF,Male,1,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Pay As You Go,Yes,Mobile Money,285480.0,8692380.0,No,Kampala,Yes,No
6476-YHMGA,Female,0,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Pay As You Go,No,Bank Standing Order,275400.0,4160160.0,No,Kampala,Yes,No
5287-QWLKY,Male,1,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Pay As You Go,Yes,Card Payment,378360.0,27173160.0,Yes,Kampala,Yes,No
0795-XCCTE,Male,1,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,No,Bank Standing Order,91440.0,6513660.0,No,Fort Portal,No,Yes
0168-XZKBB,Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Pay As You Go,Yes,Mobile Money,312660.0,5631840.0,Yes,Gulu,Yes,Yes
3785-NRHYR,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,No,Cash Payment at Agent,70740.0,70740.0,No,Mukono,Yes,No
5196-SGOAK,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Pay As You Go,Yes,Mobile Money,272520.0,272520.0,Yes,Jinja,No,Yes
4537-DKTAL,Female,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Pay As You Go,No,Mobile Money,163980.0,303840.0,Yes,Arua,Yes,Yes
7072-MBHEV,Female,1,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Pay As You Go,Yes,Card Payment,281160.0,3113460.0,No,Kampala,Yes,No
5602-BVFMK,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,6 Months Contract,No,Cash Payment at Agent,69480.0,823500.0,No,Fort Portal,No,Yes
6297-NOOPG,Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,12 Months Contract,Yes,Mobile Money,397800.0,27907380.0,No,Mbarara,No,Yes
1891-UAWWU,Female,1,Yes,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Pay As You Go,No,Mobile Money,326880.0,7023600.0,Yes,Wakiso,Yes,No
8204-TIFGJ,Female,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,Yes,Bank Standing Order,73080.0,1694160.0,No,Jinja,Yes,Yes
8050-DVOJX,Male,1,No,No,49,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,12 Months Contract,No,Card Payment,292860.0,14619240.0,No,Arua,No,Yes
6108-OQZDQ,Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Pay As You Go,Yes,Mobile Money,352620.0,1384200.0,Yes,Fort Portal,No,Yes
0363-QJVFX,Male,0,No,No,32,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Pay As You Go,Yes,Card Payment,389340.0,12358440.0,Yes,Mbarara,No,Yes
8903-XEBGX,Male,0,No,Yes,2,Yes,No,DSL,No,No,No,No,No,Yes,Pay As You Go,Yes,Mobile Money,199080.0,391140.0,No,Wakiso,Yes,No
8169-SAEJD,Male,1,Yes,No,69,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,12 Months Contract,No,Card Payment,203580.0,14229540.0,No,Fort Portal,Yes,Yes
